心包经的终止点是,C,目外眦,胸中,无名指末端,目内眦,食指端
肾经的终止点是,B,目外眦,胸中,无名指末端,目内眦,食指端
奇经八脉中与脑、髓、肾关系密切的是,B,任脉,督脉,冲脉,阴跷脉、阳跷脉,带脉
具有濡润眼目、司眼睑开合、主司下肢运动功能的经脉是,D,任脉,督脉,冲脉,阴跷脉、阳跷脉,带脉
与女子妊娠关系最密切的经脉是,A,任脉,督脉,冲脉,阴跷脉、阳跷脉,带脉
在《备急千金要方》中，将禀赋称为,B,气质,禀质,禀赋,赋禀,素质
禀赋不足，表现为先天，则称之为,A,胎怯,五迟,五软,解颅,鹤膝风
体质可通过下列哪方面表现出来,A,人体形态,人的智慧,人的意识,人的气质,人的情志
体质评价指标中，身体的功能水平包括,C,体表形态、体格、体型,对病因、疾病损害的抵抗、调控能力和修复能力,机体的新陈代谢和各器官、系统的功能，特别是心血管、呼吸系统的功能,走、跳、跑、投、攀越等身体的基本活动能力,智力、情感、行为、感知觉、个性、性格、意志等
体质的相对稳定性是由什么决定的,A,先天禀赋,环境因素,营养状况,精神因素,年龄变化
体质的个体特异性与什么有关,D,饮食习惯,年龄变化,疾病损害,先天禀赋,环境因素
体质的可变性与什么有关,B,先天禀赋,后天因素,思维改变,智慧,阴虚体质
中医体质理论渊源于,C,《妇人良方》,《备急千金要方》,《黄帝内经》,《景岳全书》,《养老奉亲书》
男子以肾为先天，以精、气为本，性格多为,E,内向,喜静,细腻,多愁善感,外向
阴阳平和质的体质特征为,A,身体强壮，胖瘦适度；性格开朗随和，精力充沛，反应灵活,形体适中或偏瘦，但较结实；面色多略偏红或微苍黑，或呈油性皮肤,食量较大；消化吸收功能健旺；大便易干燥，小便易黄赤,形体适中或偏胖，但较弱，容易疲劳，面色偏白而欠华,食量较小，消化吸收功能一般；平时畏寒喜热，或体温偏低；精力偏弱，动作迟缓
体质的差异性表现在(   ),A,形态结构、生理功能和心理特征,精气血津液,功能、代谢以及对外界刺激反应等方面的个体差异,对某些病因和疾病的易感性或易罹性,神、魂、魄、意、志
体质的生理上表现为(   ),C,形态结构、生理功能和心理特征,精气血津液,功能、代谢以及对外界刺激反应等方面的个体差异,对某些病因和疾病的易感性或易罹性,神、魂、魄、意、志
明确提出“三因学说”的医家是,C,张仲景,刘完素,陈无择,陶弘景,巢元方
下列哪项不是六淫致病的特点,C,季节性,地区性,传染性,转化性,外感性
最易导致病位游移不定的外邪是,A,风邪,暑邪,湿邪,火邪,寒邪
六淫中易侵犯人体上部和肌腠的外邪是,A,风邪,寒邪,湿邪,燥邪,暑邪
六淫中最易导致疼痛的外邪是,B,风邪,寒邪,暑邪,燥邪,湿邪
寒邪袭人，导致肢体屈伸不利，是由于,A,其性收引，以致经络、筋脉收缩而挛急,其为阴邪，伤及阳气，肢体筋脉失于温煦,其性凝滞，肢体气血流行不利,其与肾相应，伤及肾精，筋骨失养,侵袭肌表，卫阳被遏，肢体筋脉失于温养
六淫邪气中，具有“阻遏气机”特点的是,C,风,暑,湿,寒,火
寒邪、湿邪的共同致病特点是,A,损伤阳气,阻遏气机,黏腻重浊,凝滞收引,病程缠绵
在六淫中，最易伤肺的邪气是,E,风邪,寒邪,暑邪,湿邪,燥邪
可致首如裹的邪气是,C,寒,燥,湿,暑,火
临床上症见头痛如裂、目赤肿痛，其病机为,A,心火上炎,胆热炽盛,胃火炽盛,肺火炽盛,阴虚火旺
盛夏，症见气短乏力，甚则突然昏倒、不省人事，是由于,A,暑热炽盛,扰及心神,耗气伤津,暑湿夹杂,热极生风
只有外感而无内生的邪气是,D,寒,燥,湿,暑,火
下列哪项是火邪、燥邪、暑邪共同的致病特点,C,耗气,上炎,伤津,动血,生风
不属于疫气性质及致病特点的是,D,传染性强,特异性强,症状相似,气候反常,发病急骤
七情刺激，易导致心气涣散的是,A,喜,怒,悲,恐,惊
七情太过首先伤及,E,肝气,脾阳,肾精,肺津,心神
“百病多由痰作祟”是指痰饮,A,致病广泛,病势缠绵,阻滞气机,阻碍气血,损伤阳气
痰饮、瘀血、结石在形成过程中均与下列哪项有关,C,寒凝,气虚,气滞,血热,湿热
瘀血所致出血的特点是,C,出血量多,出血不畅,出血夹有血块,出血伴有疼痛,出血量少
下列不属于水湿痰饮致病特点的是,D,致病广泛,变化多端,扰乱神明,局部刺痛,多滑腻苔
下列关于劳逸损伤与疾病发生关系的叙述，错误的是,D,久视伤血,久坐伤肉,久立伤骨,久思伤心,久行伤筋
疾病发生与否取决于,E,邪气盛衰,正气强弱,邪侵部位,体质因素,正邪斗争的胜负
可以说明疾病发生的基本原理的是,A,邪正相搏,阴阳失调,气血失常,脏腑功能失调,津液代谢失调
疾病发生的内在根据是,B,邪气盛,正气虚,阴阳失调,寒热偏胜,邪正盛衰
《素问·生气通天论》所谓“冬伤于寒，春必病温”属于发病学说的,C,感邪即发,徐发,伏而后发,继发,复发
首先提出“合病与并病”之说的著作是,B,《黄帝内经》,《伤寒杂病论》,《难经》,《中藏经》,《诸病源候论》
下列与疾病发生有关的外环境的叙述，错误的是,E,气候因素,地域因素,生活环境,工作场所,外界精神刺激
《黄帝内经》将病因分为,A,阴阳两大类,三因学说,千般痰难，不越三条,“戾气”说,“六气致病”说
张仲景将病因归类，提出,C,阴阳两大类,三因学说,千般痰难，不越三条,“戾气”说,“六气致病”说
易于阻滞气机的邪气是,C,风邪,寒邪,湿邪,燥邪,火邪
易于耗气的邪气是,E,风邪,寒邪,湿邪,燥邪,火邪
“伤寒”是指,B,寒邪伤于脏腑,寒邪伤于肌表,寒邪伤于筋脉,寒邪入于血分,寒邪伤于关节
“中寒”是指,A,寒邪伤于脏腑,寒邪伤于肌表,寒邪伤于筋脉,寒邪入于血分,寒邪伤于关节
导致四肢抽搐的病因是,A,风邪,寒邪,湿邪,燥邪,火邪
导致大便不爽的病因是(,C,风邪,寒邪,湿邪,燥邪,火邪
燥邪的性质是,C,开泄,收引,干滞,生风,重浊
湿邪的性质是,E,开泄,收引,干滞,生风,重浊
六淫邪气中，最容易伤肺的是,D,风,寒,暑,燥,火
具有明显季节性的邪气是,C,风,寒,暑,燥,火
过度思虑可导致的是,C,气上,气下,气结,气消,气乱
过度恐惧可导致的是,B,气上,气下,气结,气消,气乱
患者因受精神刺激突发二便失禁，遗精。其病机是,E,怒则气上,悲则气消,喜则气缓,思则气结,恐则气下
患者因受精神刺激而气逆喘息，面红耳赤，呕血，昏厥猝倒。其病机是,A,怒则气上,悲则气消,喜则气缓,思则气结,恐则气下
"《素问 ·调经论》说“血有余”,则",A,怒,喜,思,悲,恐
"《素问 ·调经论》说“血不足”,则",E,怒,喜,思,悲,恐
过思则,D,伤心,伤肝,伤肾,伤脾,伤肺
过喜则,A,伤心,伤肝,伤肾,伤脾,伤肺
过食肥甘，嗜酒无度是,D,饮食不节,饮食不洁,饮食过饱,饮食偏嗜,饮食过饥
气血生化之源不足多由于,E,饮食不节,饮食不洁,饮食过饱,饮食偏嗜,饮食过饥
房劳过度易出现,D,心血亏虚,气少力衰,四肢困倦,遗精早泄,脘闷腹胀
劳神气结易出现,E,心血亏虚,气少力衰,四肢困倦,遗精早泄,脘闷腹胀
引起阳偏胜的机理，下列哪项是错误的,C,阳邪人侵，内合人身之阳,气郁化火,五志化火，耗伤阴血,感受阴邪，从阳化热,血瘀、食积化热化火
卫气虚弱，与下列哪一项关系最密切,A,肺气虚,脾气虚,心气虚,肾气虚,肝气虚
阴阳互损最易发生在何脏,E,心,肝,脾,肺,肾
形体消瘦、便溏、舌红少苔，多见于,C,心阴虚,肝阴虚,脾阴虚,肺阴虚,肾阴虚
肝火上炎和肝阳上亢都可以出现,B,胸胁刺痛,急躁易怒,两目干涩,肢体震颤,腰酸
小儿发育迟缓，骨骼不坚的主要病机是,A,肾精亏虚,肾阴不足,肾阳亏虚,脾气虚弱,肝血不足
气喘不得平卧，心悸，颈脉动，称之为,B,寒饮射肺,水气凌心,肺失肃降,心血瘀阻,心不藏神
可以高度概括人体各种功能性和器质性病变的基本病机是,B,邪正盛衰,阴阳失调,气血失常,脏腑功能失调,津液失常
形成虚实错杂的病机是,A,邪盛正衰,邪盛正未衰,正虚邪不盛,邪去正衰,正胜邪退
形成虚证的病机是,C,邪盛正衰,邪盛正未衰,正虚邪不盛,正虚邪恋,正胜邪退
阳盛格阴的本质是,D,虚寒证,实寒证,虚热证,实热证,虚证
下列哪一项不属于形成阴偏胜的原因,D,感受寒邪,感受湿邪,过食生冷,劳倦内伤,感受寒湿之邪
阴损及阳的病机主要是指,B,阴虚而阳相对亢盛,阴虚而导致阳气无以化生,阴寒病证转阳热病证,感受寒邪伤阳气,感受热邪伤阴津
下列不属于阳偏衰的病因是,E,先天不足,后天失养,劳倦内伤,久病伤正,热病后期正气大伤
因虚致实，是指在正虚基础上又导致,B,正气更加虚弱,病理产物形成,病情迁延不愈,邪正斗争趋剧,实邪更为亢盛
在一定条件下，“五志过极”和“五气”皆可化,E,风,寒,湿,燥,火
心烦失眠，小便短赤灼痛，舌红，其病机在于,D,心肝火旺,心肾不交,膀胱湿热,心火下移小肠,膀胱湿热
牙龈红肿、口臭，多见于,D,心火上炎,肺热灼盛,肝火上炎,胃火上冲,胆经郁热
患者久病，纳少，乏力，腹胀但时有减缓，腹痛喜按，舌胖嫩而苔润，脉细弱无力。其病机是,C,真实假虚,真实病证,真虚假实,真虚病证,虚中夹实证
患者胃肠热盛，大便秘结，腹满硬痛而拒按，潮热，神昏谵语，但兼见面色苍白，四肢厥冷，精神委顿。其病机是,B,虚中夹实,真实假虚,由实转虚,真虚假实,实中夹虚
脉流薄疾，其病机在于,A,心火旺,肺热炽盛,肝火上炎,脾不统血,血瘀
吐下之余，定无完气病机理论依据是,C,气能生津,气能行津,津能载气,面能载气,津血同源
《素问·宣明五气》指出：久卧伤,A,气,血,肉,精,筋
下列关于实的叙述，错误的是,C,外感邪盛,肌肤经络闭塞,气机升降失调,脏腑功能亢进,气血壅滞瘀结
以阴阳失调来阐释真寒假热或真热假寒，其病机是,C,阴阳偏盛,阳偏衰,阴阳格拒,阴阳互损,阴阳离决
虚的病机概念主要是指,B,卫气不固,正气虚损,脏腑功能低下,气血生化不足,气化无力
导致虚热证的病理变化是,B,阳偏衰,阴偏衰,阳偏盛,阴偏盛,阳盛格阴
阴偏衰所形成的病理变化是,C,实热,实寒,虚热,虚寒,真寒假热
阴偏盛所形成的病理变化是,B,实热,实寒,虚热,虚寒,真寒假热
患者身患外感实热病证，兼喘喝，气不能接续，甚则心悸气短。其病机是,B,实中夹虚,虚中夹实,真虚假实,真实假虚,因虚致实
邪热内盛，深伏于里，阳气被遏，不能外达，手足厥冷。属于,B,阳损及阴,阳盛格阴,阴盛格阳,阴损及阳,阴阳脱失
患者久病，畏寒喜暖，形寒肢冷，面色白，蜷卧神疲，小便清长，下利清谷，小腿浮肿，按之凹陷如泥，舌淡，脉迟。其病机是,D,阳气亡失,阳盛格阴,阳损及阴,阳气偏衰,阳盛耗阴
患者男，40岁。高血压病史，现症眩晕耳鸣，面红头胀，腰膝酸软，失眠多梦，遗精或性欲亢进，舌红，脉沉弦细。其病机是,C,阴虚内热,阴损及阳,阴虚阳亢,阳损及阴,阴虚火旺
患者年高体衰，病属虚寒，久卧不起。晨起面色泛红，烦热不宁，语言增多，口渴，舌淡，脉大而无根。其病机是,A,阴盛格阳,阳虚阴盛,阳损及阴,阳气亡失,阴阳离决
患者急性发病，壮热，烦渴，面红目赤，尿黄便干，舌苔黄。其病机是,C,阳盛格阴,阳损及阴,阳热偏盛,阳盛伤阴,阴盛格阳
患者男，56岁。因情急恼怒突发头痛胀痛，昏厥仆倒，呕血，不省人事，肢体强痉，舌红苔黄，脉弦。其病机是,B,气郁,气逆,气脱,气陷,气结
肝病日久，两胁胀满疼痛，并见舌质瘀斑、瘀点，其病机是,A,气滞血瘀,气不摄血,气随血脱,气血两虚,气血失和
产后大出血，继则冷汗淋漓，甚则晕厥，其病机是,C,气滞血瘀,气不摄血,气随血脱,气血两虚,气血失和
血虚与哪两脏关系最密切,A,心肝,肝肾,肺肾,肺脾,心脾
五脏病机相互影响，思虑过度主要影响哪两脏,E,心肝,肝肾,肺肾,肺脾,心脾
气逆最常见于哪个脏腑,B,心,肝,脾,小肠,肾
气机郁滞多见于哪个脏腑,B,心,肝,脾,小肠,肾
养生首见于,B,《黄帝内经》,《庄子·内篇》,《类经》,《摄生消息论》,《寿世保元》
肾藏（ ），为先天之本，水火之宅，是元气、阴精的生发之源,D,气,血,阴,精,阳
以形神合一为理论基础的养生原则是,B,顺应自然,形神兼养,保精护肾,调养脾胃,既病防变
以固护后天为理论基础的养生原则是,D,顺应自然,形神兼养,保精护肾,调养脾胃,既病防变
中医学认为人类寿命的自然限度是,E,80岁,90岁,100岁,110岁,120岁
不属于调摄情绪法的是哪一项,D,节制法,疏泄法,转移法,清静养神,情志制约法
按照“穿着衣服必须不失四时之节”的原则，早春宜,B,减裤不减衣,减衣不减裤,减衣减裤,加衣加裤,加衣减裤
体胖之人，饮食宜,A,清淡,多食甘润生津之品,多食辛辣燥烈之品,多食碱性食物,多食酸性食品
《饮膳正要》一书中说：“春气温，宜食（ ）以凉之。”,C,菽,麻,麦,黍,苦
